,job_title,frequency,job_category
128845,General Assistant ,4,education assistant
87707,Cleaner,4,cleaner
3691,Promoter,4,brand promoter
47618,Assistant Teacher ,4,tutor
3166,Screener,4,covid19 screener
149252,Promoter,4,brand promoter
85582,Cashier,4,cashier
50679,Teachers assistance ,4,tutor
84411,Assistant Teacher,4,tutor
42777,General worker,4,general worker
77094,Educator Assistant ,4,education assistant
122604,Cashier ,4,cashier
50673,Clerk,4,admin assistant clerk
125821,General worker,4,general worker
78373,Educators assistant,4,education assistant
46183,Merchandiser,4,stockroom assistant
7199,Supervisor,4,manager
78368,General assistant ,4,education assistant
120965,Part time sales assistant ,4,sales assistant
89318,Cleaning,4,cleaner
7519,Cashier ,4,cashier
84515,General assistance ,4,education assistant
10827,Cashier,4,cashier
8824,Intern,4,intern
4349,Teaching Assistant,4,tutor
84477,Educational assistant,4,education assistant
128906,Admin clerk,4,admin assistant clerk
50560,Security,4,security
269193,Teachers Assistant ,4,tutor
232560,Cashier ,4,cashier
45961,Cashier ,4,cashier
48497,Fieldworker,4,Unclassified
44415,Waitron,4,Unclassified
9539,Cashier ,4,cashier
77005,education assistant,4,education assistant
77397,Teacher Assistant,4,tutor
161683,Cook,4,food preparation
128913,Cooking,4,food preparation
234856,Security officer ,4,security
51206,Shopkeeper,4,sales assistant
161733,Cashier ,4,cashier
10436,Advisor,4,advisers/consultants
128923,Intern ,4,intern
50618,Sales Assistant,4,sales assistant
78269,Sales associate,4,sales assistant
86099,Facilitator,4,facilitator
7497,Education Assistant,4,education assistant
46558,Teacher's assistant,4,tutor
6658,Educator assistant,4,education assistant
73415,Team Leader ,4,Unclassified
47643,General assistant ,4,education assistant
8091,Sales floor assistant ,4,sales assistant
85266,Domestic worker,4,cleaner
10005,General Assistant,4,education assistant
84488,Financial advisor,4,advisers/consultants
50551,Bartender ,4,food preparation
9528,School assistant ,4,education assistant
83470,Assistance teacher,4,tutor
74184,Team leader ,4,Unclassified
83000,General School Assistant,4,education assistant
44893,Educational Assistance ,4,education assistant
45366,Financial Advisor ,4,advisers/consultants
199552,Shop assistant,4,sales assistant
77438,Assistant Educator,4,Unclassified
74017,Clerk,4,admin assistant clerk
51114,Store assistant ,4,sales assistant
45061,Cashier ,4,cashier
6123,Mobile clerk,4,admin assistant clerk
87758,Financial Advisor,4,advisers/consultants
4030,Sales assistant ,4,sales assistant
73285,Packer,4,picker packer
76767,Educational Assistance ,4,education assistant
46949,Cashier ,4,cashier
50482,General School Assistant,4,education assistant
85211,Sales Agent,4,sales assistant
129181,General school assistance,4,education assistant
77997,Cleaner,4,cleaner
8657,Store associate,4,sales assistant
165845,Education assistance,4,education assistant
2807,Cashier,4,cashier
80565,Educator,4,Unclassified
77448,Operator,4,Unclassified
45736,ITE ,4,Unclassified
2625,School Assistant ,4,education assistant
152503,Cleaner,4,cleaner
4015,Teacher Assistant,4,tutor
73313,Education assistance ,4,education assistant
45862,Call centre agent ,4,call centre agent
73316,Team member,4,Unclassified
2995,Educator Assistant ,4,education assistant
162386,Domestic worker,4,cleaner
73880,Educator assistant ,4,education assistant
50694,Security ,4,security
152840,Teacher assistant,4,tutor
126486,Shop assistant,4,sales assistant
50690,GSA,4,education assistant
76653,Teaching Assistant ,4,tutor
198391,Cashier ,3,cashier
80553,Education Assistant,3,education assistant
49515,Team member ,3,Unclassified
5810,Sales associate ,3,sales assistant
51241,Distributor ,3,Unclassified
43950,Shop assistant cashier ,3,cashier
158921,Learner Artisan ,3,Unclassified
10811,Stylist,3,Unclassified
45456,Store associate,3,sales assistant
74172,Educator,3,Unclassified
46009,Teacher's Assistant ,3,tutor
10863,Assistant teacher,3,tutor
9644,Screener,3,covid19 screener
74165,Admin assistant,3,admin assistant clerk
48714,Cashier,3,cashier
120424,Cashier,3,cashier
150041,Facilitator ,3,facilitator
78132,General assistant,3,education assistant
4345,Sales assistant,3,sales assistant
51220,Maintenance,3,maintenance
43929,Sales Consultant ,3,sales assistant
10809,Security officer,3,security
7264,Replenisher ,3,Unclassified
129074,Data Capturer,3,data capturer
127651,Waitress,3,waitron
69048,Teacher assistant ,3,tutor
152730,Assistant Educator,3,Unclassified
77618,Assistant educator,3,Unclassified
129110,Assistance teacher ,3,tutor
89970,Education Assistant,3,education assistant
3824,screener,3,covid19 screener
46943,Covid-19 Screener,3,covid19 screener
7890,Service Consultant,3,advisers/consultants
152704,General school assistant ,3,education assistant
2512,Community work programme,3,Unclassified
7239,General work,3,general worker
46001,Shelf packer,3,picker packer
51249,Internet cafe assistant,3,intern
84924,Screener,3,covid19 screener
163036,Sales consultant,3,sales assistant
42478,Teacher Assistant ,3,tutor
4943,Merchandiser,3,stockroom assistant
69029,Field worker,3,Unclassified
152125,Driver ,3,driver
90042,Cleaner,3,cleaner
9661,Screener ,3,covid19 screener
195576,Fashion Consultant ,3,advisers/consultants
4658,Educator assistant ,3,education assistant
51273,Volunteer ,3,Unclassified
47768,Service Consultant,3,advisers/consultants
46868,Educator Assistant ,3,education assistant
129107,Construction ,3,construction
129095,General Worker ,3,general worker
42293,Crew ,3,Unclassified
124384,Sales generator,3,sales assistant
84208,General worker,3,general worker
89439,Education Assistance,3,education assistant
129126,Helper ,3,cleaner
9278,General worker,3,general worker
49464,Cashier,3,cashier
198367,Sales associate ,3,sales assistant
3755,Teachers assistant,3,tutor
87022,Tutor,3,tutor
86991,unemployed,3,Unclassified
226690,Educators assistance,3,education assistant
44331,Yes learner,3,Unclassified
160619,Gsa,3,education assistant
198907,Administrator ,3,admin assistant clerk
3780,Teacher assistant ,3,tutor
43023,Assistant Teacher,3,tutor
3694,Part time sales assistant,3,sales assistant
80589,Learner support agent,3,Unclassified
220189,General worker,3,general worker
3716,Service Consultant ,3,advisers/consultants
42508,Teacher ,3,tutor
77863,Teacher assistant ,3,tutor
9328,Packer,3,picker packer
49484,IT Enabler,3,Unclassified
74194,Cashier,3,cashier
73873,Educational assistant,3,education assistant
2722,Education assistant ,3,education assistant
8087,Screener,3,covid19 screener
42525,Packer,3,picker packer
6459,Crew,3,Unclassified
89943,Betting clerk,3,admin assistant clerk
6419,Cashier,3,cashier
51229,Selling food,3,sales assistant
124594,Fieldworker supervisor,3,manager
129145,Independent sales agent,3,sales assistant
158698,Agent,3,Unclassified
47019,General School Assistant,3,education assistant
76896,Education Assistant ,3,education assistant
51267,Photography ,3,Unclassified
195605,General worker,3,general worker
46040,Education Assistant ,3,education assistant
9294,Consultant ,3,advisers/consultants
5516,Administrator,3,admin assistant clerk
74141,2IC,3,Unclassified
3698,Cashier,3,cashier
51261,Personal assistant,3,Unclassified
48095,Till Operator,3,cashier
50569,Tuck shop assistance,3,sales assistant
87047,Shop Assistant ,3,sales assistant
128971,Fast food ,3,food preparation
123680,Field worker,3,Unclassified
299250,Intern,3,intern
42999,Intern,3,intern
73296,Cashier,3,cashier
195506,Packer,3,picker packer
85336,Educational assistant,3,education assistant
76981,Assistant teacher,3,tutor
147672,Cashier,3,cashier
73311,Shop assistant ,3,sales assistant
5715,Cleaner ,3,cleaner
73292,Data capturer,3,data capturer
121751,Education Assistant,3,education assistant
46528,Fashion Consultant ,3,advisers/consultants
220295,Reading champion ,3,Unclassified
2560,Community health worker ,3,Unclassified
74011,General assistant,3,education assistant
46569,Sales agent,3,sales assistant
41850,Cashier ,3,cashier
4061,Sales assistant,3,sales assistant
49312,Shop assistant ,3,sales assistant
41828,Call centre agent,3,call centre agent
73452,Senior Ambassador ,3,brand promoter
87214,Shelf packer,3,picker packer
78239,Teacher's assistance ,3,tutor
85347,Cleaner,3,cleaner
73256,Admin assistant,3,admin assistant clerk
85173,Retail associate,3,sales assistant
227498,Admin assistant ,3,admin assistant clerk
7635,Educator assistant ,3,education assistant
121057,Field Operations Officer ,3,Unclassified
5659,Cashier ,3,cashier
78420,education assistant,3,education assistant
150060,Team Leader,3,Unclassified
128983,Car wash ,3,Unclassified
121052,Cashier ,3,cashier
122797,Cashier ,3,cashier
44171,General assistant,3,education assistant
85186,Crew,3,Unclassified
7370,Sales assistant ,3,sales assistant
77816,Brand ambassador ,3,brand promoter
10056,Receptionist,3,receptionist
124801,General worker,3,general worker
45408,Sales Assistant ,3,sales assistant
49330,Teacher's assistant ,3,tutor
199128,Supervisor,3,manager
158829,Shop assistant ,3,sales assistant
41953,Cashier,3,cashier
86309,Till Operator,3,cashier
78333,Consultant ,3,advisers/consultants
203574,Internship ,3,intern
128877,Kitchen girl,3,food preparation
42367,Lab Facilitator,3,facilitator
73385,Intern,3,intern
43641,Teacher Assistant,3,tutor
6670,Youth Brigade,3,covid19 screener
128891,Carwash,3,Unclassified
128925,Mechanic ,3,maintenance
6697,Sales assistant ,3,sales assistant
4760,Casual,3,Unclassified
120999,ITE,3,Unclassified
128898,Plumber,3,maintenance
49270,Shop assistant cashier ,3,cashier
203583,Aupair ,3,childcare
269863,Educators Assistant,3,education assistant
128907,Covid-19 Screener,3,covid19 screener
128908,Taxi Driver ,3,driver
145773,General school assistant ,3,education assistant
87667,Teacher assistant ,3,tutor
47846,Cashier ,3,cashier
203615,Hustling ,3,Unclassified
44133,cashier,3,cashier
85242,Cashier ,3,cashier
87638,Store assistant,3,sales assistant
128825,Sports and Enrichment (GSA),3,fitness coach
120681,Sales assistant ,3,sales assistant
49302,Call centre agent,3,call centre agent
128956,Au pair,3,childcare
87710,Covid 19 Screener,3,covid19 screener
125789,Merchandiser,3,stockroom assistant
199640,Cashier,3,cashier
295802,Teacher ,3,tutor
196857,General Assistant ,3,education assistant
73429,Unemployed,3,No description
10023,Security,3,security
128949,House cleaner,3,cleaner
4764,Sales consultant ,3,sales assistant
84105,General Assistance,3,education assistant
47890,Data capture,3,data capturer
195488,Fashion consultant ,3,advisers/consultants
86299,Cashier ,3,cashier
128852,Bricklayer ,3,construction
153450,Call centre agent,3,call centre agent
4803,Teacher Assistant,3,tutor
42956,Intern,3,intern
6479,Grocery shelf packer,3,picker packer
160230,Learner Support Agent,3,Unclassified
48767,Sales Associate ,3,sales assistant
69187,General assistant ,3,education assistant
121893,Educational assistance ,3,education assistant
10993,Cashier,3,cashier
84176,Sales representative ,3,sales assistant
78198,Admin clerk,3,admin assistant clerk
7807,Customer service assistance ,3,call centre agent
69198,None,3,No description
121689,Educational assistant ,3,education assistant
203695,Domestic Worker,3,cleaner
3869,General assistant ,3,education assistant
126153,Sales agent ,3,sales assistant
196138,Sales assistant ,3,sales assistant
3898,Promoter,3,brand promoter
233910,Au pair,3,childcare
73489,Ambassador,3,brand promoter
43992,Educator ,3,Unclassified
162485,Education assistant,3,education assistant
42446,General school assistance,3,education assistant
73923,General assistance,3,education assistant
69180,Driver,3,driver
73497,Cashier ,3,cashier
71596,Education Assistant ,3,education assistant
44279,General assistant ,3,education assistant
84051,Cashier,3,cashier
89033,Baker,3,food preparation
77247,Internship ,3,intern
9638,Betting clerk,3,admin assistant clerk
88802,Merchandiser,3,stockroom assistant
121998,Assistant teacher,3,tutor
46512,Shop assistant ,3,sales assistant
145704,Volunteer ,3,Unclassified
6499,Griller,3,food preparation
129057,Hairdressing ,3,Unclassified
2692,Intern,3,intern
69165,General Assistant,3,education assistant
45446,Call center agent ,3,call centre agent
165078,Security,3,security
196418,Casual,3,Unclassified
7837,Cleaner,3,cleaner
3859,Griller,3,food preparation
5403,Administrator,3,admin assistant clerk
145708,Barista,3,food preparation
87585,Cashier ,3,cashier
43013,Data collection,3,data capturer
276722,School Assistant ,3,education assistant
86503,Teachers assistant ,3,tutor
43673,Educator Assistant ,3,education assistant
2659,Cashier,3,cashier
234778,Merchandiser,3,stockroom assistant
237808,None ,3,No description
9956,Sales assistant,3,sales assistant
129003,Caretaker ,3,Unclassified
2655,Admin intern,3,intern
45211,Cashier,3,cashier
9421,Driver,3,driver
45420,Picker,3,picker packer
203655,Admin assistant ,3,admin assistant clerk
153586,Educator assistance ,3,education assistant
163360,School general assistant,3,education assistant
78448,Teacher's assistant ,3,tutor
7680,Education assistance,3,education assistant
10087,Packer,3,picker packer
10084,Customer Service Associate,3,call centre agent
76962,Fashion Consultant,3,advisers/consultants
272780,Cleaner,3,cleaner
200855,In-service training,3,Unclassified
77215,Administrator,3,admin assistant clerk
166467,Customer service till operator ,3,cashier
48912,Flexi crew,3,Unclassified
120645,Mentor,3,advisers/consultants
78487,Teacher assistant,3,tutor
121695,Betting clerk,3,admin assistant clerk
85935,Teacher Assistant ,3,tutor
71609,Cleaner,3,cleaner
46609,Fieldworker Supervisor ,3,manager
6538,Cashier ,3,cashier
46608,Sales agent,3,sales assistant
76939,Educator's Assistant ,3,education assistant
41729,Cashier,3,cashier
203677,Marketing ,3,Unclassified
149125,Collector,3,Unclassified
4242,Community Healthcare Worker,3,caregiver
44226,Fire fighter,3,Unclassified
85128,Sales Agent,3,sales assistant
125725,Till Packer,3,cashier
9403,Waitress ,3,waitron
73479,Customer service ,3,call centre agent
150055,Data capturing,3,data capturer
73190,Merchandiser ,3,stockroom assistant
90106,Cleaner,3,cleaner
129014,Service provider,3,Unclassified
122947,Information Technology Enabler,3,Unclassified
